title,rent_type,district,sub_district,community,area,orientation,bedrooms,living_rooms,bathrooms,tags,platform,price
整租·中关村北一条 2室1厅 南/北,整租,海淀,五道口,中关村北一条,53.7,53.70㎡,2.0,1.0,1.0,官方核验|集中供暖|随时看房,链家,6000
整租·锦上国际公寓 1室1厅 南,整租,西城,长椿街,锦上国际公寓,61.0,61.00㎡,1.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,6800
整租·稻香园西里 2室1厅 西,整租,海淀,苏州桥,稻香园西里,73.81,海淀-苏州桥-稻香园西里,2.0,1.0,1.0,新上|公寓|精装|集中供暖|押一付一|随时看房,自如,9429
整租·北重西厂 1室1厅 东,整租,石景山,鲁谷,北重西厂,41.77,石景山-鲁谷-北重西厂,1.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,4090
整租·富锦嘉园五区 1室1厅 西,整租,丰台,科技园区,富锦嘉园五区,66.51,66.51㎡,1.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,5190
整租·阜成门南大街 2室1厅 东,整租,西城,月坛,阜成门南大街,60.7,60.70㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,8830
整租·花园胡同 2室1厅 东,整租,东城,安定门,花园胡同,53.79,53.79㎡,2.0,1.0,2.0,官方核验|近地铁|精装|集中供暖|双卫生间|随时看房,链家,8500
整租·时代之光名苑 1室1厅 北,整租,海淀,小西天,时代之光名苑,68.7,68.70㎡,1.0,1.0,1.0,公寓|近地铁|精装|集中供暖|押一付一,自如,8990
整租·御汤山东区 4室2厅 南/北,整租,昌平,昌平其它,御汤山东区,300.56,300.56㎡,4.0,2.0,2.0,官方核验|精装|双卫生间,链家,25000
整租·八家嘉园 1室1厅 南,整租,海淀,学院路,八家嘉园,64.0,64.00㎡,1.0,1.0,1.0,官方核验|精装|集中供暖,链家,7500
整租·远洋山水 3室1厅 南,整租,石景山,鲁谷,远洋山水,137.78,137.78㎡,3.0,1.0,2.0,公寓|精装|集中供暖|押一付一|双卫生间|随时看房,自如,10560
整租·丽都东镇滨河1号 3房间 南,整租,朝阳,酒仙桥,丽都东镇滨河1号,110.0,110.00㎡,,,,官方核验|精装|集中供暖,链家,8300
整租·龙头公寓 3室2厅 南,整租,朝阳,华威桥,龙头公寓,141.46,141.46㎡,3.0,2.0,2.0,官方核验|近地铁|精装|集中供暖|双卫生间,链家,12000
整租·相来家园 1室1厅 东,整租,西城,长椿街,相来家园,77.59,77.59㎡,1.0,1.0,1.0,官方核验|精装|集中供暖,链家,9200
整租·中筑西府海棠 2室1厅 南,整租,丰台,卢沟桥,中筑西府海棠,77.33,77.33㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,5260
整租·大三尖 2室1厅 南/北,整租,昌平,西关环岛,大三尖,77.0,77.00㎡,2.0,1.0,1.0,官方核验|集中供暖,链家,2800
整租·小羊宜宾胡同 2室1厅 南,整租,东城,建国门内,小羊宜宾胡同,59.57,59.57㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一,自如,8130
整租·中信禧园 3室1厅 南/北,整租,西城,陶然亭,中信禧园,136.0,136.00㎡,3.0,1.0,2.0,官方核验|近地铁|精装|集中供暖|双卫生间,链家,25000
整租·韩庄子二里 2室1厅 南/北,整租,丰台,看丹桥,韩庄子二里,60.0,60.00㎡,2.0,1.0,1.0,官方核验|近地铁|精装|集中供暖|随时看房,链家,4600
整租·夏霖园 1室1厅 南,整租,海淀,西北旺,夏霖园,57.65,57.65㎡,1.0,1.0,1.0,公寓|近地铁|精装|押一付一|随时看房,自如,7290
整租·糕点八厂 2室1厅 南/北,整租,石景山,苹果园,糕点八厂,75.65,75.65㎡,2.0,1.0,1.0,官方核验|近地铁|集中供暖,链家,3800
整租·翠微中里 2室1厅 东南,整租,海淀,公主坟,翠微中里,41.29,41.29㎡,2.0,1.0,1.0,官方核验|近地铁|精装|集中供暖,链家,5800
整租·工体北里 2室1厅 南,整租,东城,工体,工体北里,50.0,50.00㎡,2.0,1.0,1.0,官方核验|近地铁|精装|集中供暖|随时看房,链家,6000
整租·泰禾一号院 5室2厅 南/北,整租,通州,通州其它,泰禾一号院,327.22,327.22㎡,5.0,2.0,3.0,官方核验|集中供暖,链家,40000
整租·安外大街80号院 2室1厅 东,整租,东城,和平里,安外大街80号院,59.46,59.46㎡,2.0,1.0,1.0,官方核验|近地铁|精装|集中供暖|随时看房,链家,6700
整租·使馆壹号院 3室2厅 南/北,整租,东城,东直门,使馆壹号院,237.23,237.23㎡,3.0,2.0,3.0,官方核验|近地铁|精装|集中供暖,链家,60000
独栋·云逸青年社区（北京） 华芳嘉园店 5/10宋家庄 亦庄线 一居室 1室1厅,其他,,,,18.0,18.00㎡,1.0,1.0,1.0,独栋公寓|月租|近地铁|精装|开放厨房,云逸青年社区（北京）,2980
整租·龙山跃 2房间 东南,整租,昌平,南邵,龙山跃,58.0,58.00㎡,,,,官方核验|集中供暖,链家,3500
整租·丽景长安二期 4室2厅 南/北,整租,门头沟,冯村,丽景长安二期,155.0,155.00㎡,4.0,2.0,2.0,官方核验|精装|集中供暖|双卫生间|随时看房,链家,8300
整租·玉桥南里 2室1厅 南/北,整租,通州,玉桥,玉桥南里,85.67,85.67㎡,2.0,1.0,1.0,官方核验|集中供暖,链家,3500
整租·金地中央世家 5房间 南,整租,顺义,后沙峪,金地中央世家,90.0,90.00㎡,,,,官方核验|精装|集中供暖|双卫生间,链家,5800
整租·双锦园 3室1厅 西南,整租,石景山,鲁谷,双锦园,90.72,90.72㎡,3.0,1.0,1.0,官方核验|精装|集中供暖,链家,6300
整租·核二院 1室1厅 南,整租,海淀,定慧寺,核二院,39.5,39.50㎡,1.0,1.0,1.0,官方核验|近地铁|精装|集中供暖,链家,4900
独栋·泊寓 院儿高立庄社区 【限时特惠6折】班车直达丰科园限时秒杀特惠温馨单间 开间,其他,,,,23.0,23.00㎡,1.0,0.0,1.0,新上|独栋公寓|月租|精装,泊寓,0
整租·洋桥西里 1室1厅 南,整租,丰台,洋桥,洋桥西里,44.4,44.40㎡,1.0,1.0,1.0,官方核验|集中供暖|随时看房,链家,4200
独栋·琨岳公寓 琨御府店 琨御府，朝南向，开间，精装修，次新房，拎包住 开间,其他,,,,42.29,42.29㎡,1.0,0.0,1.0,独栋公寓|月租|近地铁|精装|有阳台|开放厨房,琨岳公寓,6100
独栋·小满公寓 临河里地铁站 开业特惠 随时入住 0中介费 1号线地铁口 直达国贸大望路 1室1厅,其他,,,,35.0,30.00-35.00㎡,1.0,1.0,1.0,独栋公寓|近地铁|精装|有阳台|开放厨房,小满公寓,0
整租·安贞里 2室1厅 南/北,整租,朝阳,安贞,安贞里,54.0,54.00㎡,2.0,1.0,1.0,官方核验|精装|集中供暖,链家,7000
整租·南厂住宅西区 2室1厅 南/北,整租,昌平,南口,南厂住宅西区,56.7,56.70㎡,2.0,1.0,1.0,官方核验|集中供暖|随时看房,链家,2100
整租·莲花小区 3室2厅 东南,整租,海淀,六里桥,莲花小区,134.0,134.00㎡,3.0,2.0,2.0,官方核验|近地铁|精装|集中供暖|双卫生间,链家,11000
整租·自由季 3房间 东南,整租,东城,广渠门,自由季,86.78,86.78㎡,,,,官方核验|近地铁|精装|集中供暖,链家,6800
整租·沿海赛洛城六期 2室1厅 东/西/北,整租,朝阳,百子湾,沿海赛洛城六期,86.87,86.87㎡,2.0,1.0,1.0,官方核验|近地铁|精装|集中供暖,链家,7200
整租·新龙城 2室1厅 东/南,整租,昌平,回龙观,新龙城,91.46,91.46㎡,2.0,1.0,1.0,官方核验|近地铁|精装,链家,6666
整租·民安小区民安街 2室1厅 南,整租,东城,东直门,民安小区民安街,72.66,72.66㎡,2.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,7500
整租·石园大街9号院(一区) 2室1厅 南/北,整租,顺义,顺义城,石园大街9号院(一区),84.0,84.00㎡,2.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,3300
整租·核二院 2室1厅 南,整租,海淀,定慧寺,核二院,61.9,61.90㎡,2.0,1.0,1.0,官方核验|近地铁|集中供暖|随时看房,链家,6100
整租·月坛西街东里21号院 2室1厅 南/北,整租,西城,月坛,月坛西街东里21号院,54.0,54.00㎡,2.0,1.0,1.0,官方核验|集中供暖|随时看房,链家,7800
独栋·云逸青年社区（北京） 华芳嘉园店 近地铁 无中介  开间一居室 1室1厅,其他,,,,18.0,18.00㎡,1.0,1.0,1.0,独栋公寓|月租|近地铁|精装|开放厨房,云逸青年社区（北京）,3580
整租·茗筑 9室9厅 南,整租,西城,马连道,茗筑,541.0,541.00㎡,9.0,9.0,2.0,官方核验|集中供暖|双卫生间,链家,57700
独栋·云逸青年社区（北京） 华芳嘉园店 南向 大开间 精装公寓 1室1厅,其他,,,,25.0,25.00㎡,1.0,1.0,1.0,独栋公寓|月租|近地铁|精装|开放厨房,云逸青年社区（北京）,3780
整租·石榴园南里小区 2室1厅 东,整租,丰台,刘家窑,石榴园南里小区,64.62,64.62㎡,2.0,1.0,1.0,公寓|近地铁|精装|集中供暖|押一付一|随时看房,自如,4890
整租·中建红杉溪谷 5室2厅 南/北,整租,通州,潞苑,中建红杉溪谷,208.84,208.84㎡,5.0,2.0,3.0,官方核验|精装,链家,14080
整租·天恒世界集 1室1厅 东北,整租,大兴,高米店,天恒世界集,57.96,大兴-高米店-天恒世界集,1.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,3830
整租·团结湖北头条 2室1厅 南/北,整租,朝阳,团结湖,团结湖北头条,62.29,62.29㎡,2.0,1.0,1.0,官方核验|集中供暖,链家,6700
整租·嘉瑞公寓 3房间 西南,整租,朝阳,望京,嘉瑞公寓,393.0,393.00㎡,,,,官方核验|近地铁|精装|集中供暖,链家,63000
整租·莲花小区 2室1厅 东南,整租,海淀,六里桥,莲花小区,118.97,118.97㎡,2.0,1.0,2.0,官方核验|近地铁|精装|集中供暖|双卫生间|随时看房,链家,8500
整租·重兴园 1室1厅 南,整租,石景山,鲁谷,重兴园,55.96,石景山-鲁谷-重兴园,1.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,4690
整租·阳光丽景 2室2厅 南/北,整租,西城,马甸,阳光丽景,106.42,106.42㎡,2.0,2.0,1.0,官方核验|近地铁|精装|集中供暖,链家,21500
整租·新华街七里 2室1厅 东,整租,丰台,看丹桥,新华街七里,59.4,丰台-看丹桥-新华街七里,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,5130
整租·点击未来 1室0厅 西北,整租,朝阳,望京,点击未来,44.68,44.68㎡,1.0,0.0,1.0,官方核验|近地铁|精装|随时看房,链家,4500
整租·北京时代广场 3房间 西,整租,房山,良乡,北京时代广场,33.8,33.80㎡,,,,官方核验|近地铁|精装|集中供暖,链家,2300
整租·大牛坊 2室1厅 南/北,整租,海淀,海淀北部新区,大牛坊,75.0,75.00㎡,2.0,1.0,1.0,官方核验|精装,链家,5500
整租·中海安德鲁斯庄园西区 8室4厅 复式 南/北,整租,朝阳,百子湾,中海安德鲁斯庄园西区,361.02,361.02㎡,8.0,4.0,4.0,官方核验|精装,链家,28000
整租·石泉砖厂A1区 3室1厅 南/北,整租,门头沟,门头沟其它,石泉砖厂A1区,85.0,85.00㎡,3.0,1.0,1.0,官方核验|集中供暖,链家,2600
整租·六铺炕 2室1厅 东,整租,东城,安定门,六铺炕,50.34,50.34㎡,2.0,1.0,1.0,官方核验|近地铁|精装|集中供暖|随时看房,链家,6500
整租·万年花城三期 3室1厅 南,整租,丰台,玉泉营,万年花城三期,131.92,131.92㎡,3.0,1.0,2.0,公寓|近地铁|精装|集中供暖|押一付一|双卫生间|随时看房,自如,10290
整租·世界城 2房间 南,整租,朝阳,东大桥,世界城,88.48,88.48㎡,,,,官方核验|精装|集中供暖,链家,15000
整租·知春东里 1室1厅 南,整租,海淀,双榆树,知春东里,43.5,43.50㎡,1.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,7330
整租·安装宿舍 2室1厅 南/北,整租,海淀,定慧寺,安装宿舍,52.0,52.00㎡,2.0,1.0,1.0,官方核验|近地铁|精装|集中供暖|随时看房,链家,4800
整租·怡海花园富润园 2室1厅 东南,整租,丰台,科技园区,怡海花园富润园,103.39,103.39㎡,2.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,6800
整租·首开国风美唐二期 2室1厅 南,整租,昌平,回龙观,首开国风美唐二期,91.54,91.54㎡,2.0,1.0,1.0,公寓|月租|精装|集中供暖|押一付一|随时看房,自如,8530
整租·定慧福里北区 2室1厅 东,整租,海淀,定慧寺,定慧福里北区,83.0,83.00㎡,2.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,8060
整租·豆瓣胡同 2室1厅 南/北,整租,东城,朝阳门内,豆瓣胡同,75.0,75.00㎡,2.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,10500
整租·白广路 2室1厅 南,整租,西城,牛街,白广路,68.17,68.17㎡,2.0,1.0,1.0,官方核验|集中供暖|随时看房,链家,6500
整租·长龙苑小区 2室1厅 南/北,整租,房山,长阳,长龙苑小区,89.0,89.00㎡,2.0,1.0,1.0,官方核验|集中供暖,链家,3100
整租·华润悦景湾 2房间 西,整租,门头沟,上岸地铁,华润悦景湾,76.0,76.00㎡,,,,官方核验|近地铁|精装|集中供暖,链家,4700
整租·高能物理研究所 3室1厅 东/西,整租,石景山,玉泉路,高能物理研究所,95.0,95.00㎡,3.0,1.0,1.0,官方核验|近地铁|精装|集中供暖,链家,10000
整租·大成郡 4室1厅 南/北,整租,丰台,岳各庄,大成郡,233.0,233.00㎡,4.0,1.0,2.0,官方核验|精装|双卫生间|随时看房,链家,28000
整租·远洋山水 1室1厅 东,整租,石景山,鲁谷,远洋山水,57.61,57.61㎡,1.0,1.0,1.0,公寓|精装|集中供暖|押一付一|随时看房,自如,5230
整租·逸秀名园 1室1厅 南,整租,通州,万达,逸秀名园,57.78,57.78㎡,1.0,1.0,1.0,公寓|近地铁|精装|押一付一|随时看房,自如,4290
整租·新明胡同 1室1厅 南,整租,西城,马甸,新明胡同,47.3,47.30㎡,1.0,1.0,1.0,官方核验|集中供暖,链家,5900
整租·东方太阳城 3室2厅 南/北,整租,顺义,顺义其它,东方太阳城,133.67,133.67㎡,3.0,2.0,2.0,官方核验|精装|集中供暖|双卫生间,链家,4900
整租·学府壹号院 5室2厅 南/西/北,整租,海淀,马连洼,学府壹号院,223.0,223.00㎡,5.0,2.0,3.0,官方核验|精装,链家,40000
独栋·壹壹严选公寓 立水桥地铁店 精品公寓向阳开间，房东直租租期灵活限时优惠，国际友人友好 1室1厅,其他,,,,25.0,25.00㎡,1.0,1.0,1.0,独栋公寓|月租|精装|开放厨房,壹壹严选公寓,2800
整租·通福桥甲31号 2室1厅 南/北,整租,昌平,鼓楼大街,通福桥甲31号,57.04,57.04㎡,2.0,1.0,1.0,官方核验|近地铁|集中供暖|随时看房,链家,2900
整租·远洋山水 1室1厅 西,整租,石景山,鲁谷,远洋山水,65.34,65.34㎡,1.0,1.0,1.0,官方核验|近地铁|精装|集中供暖,链家,4900
整租·南极星 2室1厅 西南,整租,丰台,科技园区,南极星,83.0,83.00㎡,2.0,1.0,1.0,官方核验|近地铁|精装|集中供暖|随时看房,链家,5500
独栋·云逸青年社区（北京） 永乐店 阳光小窝 1室1厅,其他,,,,25.0,25.00㎡,1.0,1.0,1.0,独栋公寓|月租|精装|开放厨房,云逸青年社区（北京）,3300
整租·涧桥山 2室1厅 南/北,整租,密云,果园街道,涧桥山,87.01,87.01㎡,2.0,1.0,1.0,官方核验|精装|集中供暖,链家,2300
整租·永兴嘉园 3室2厅 东北,整租,门头沟,滨河西区,永兴嘉园,133.6,133.60㎡,3.0,2.0,1.0,官方核验|精装|集中供暖|随时看房,链家,4800
整租·苹果社区北区 1室1厅 南,整租,朝阳,双井,苹果社区北区,56.37,56.37㎡,1.0,1.0,1.0,官方核验|精装|集中供暖,链家,5600
整租·腾龙家园二区 1室1厅 西,整租,房山,阎村,腾龙家园二区,57.72,57.72㎡,1.0,1.0,1.0,官方核验|精装|随时看房,链家,1700
独栋·云逸青年社区（北京） 永乐店 幸福小屋 1室1厅,其他,,,,25.0,25.00㎡,1.0,1.0,1.0,独栋公寓|月租|精装|开放厨房,云逸青年社区（北京）,3200
独栋·壹壹严选公寓 立水桥地铁店 立水桥小确幸阳光满屋，宠物撒欢，外籍无忧，你的完美租屋样板间 1室1厅,其他,,,,33.0,33.00㎡,1.0,1.0,1.0,独栋公寓|月租|精装|开放厨房,壹壹严选公寓,3700
独栋·壹壹严选公寓 立水桥地铁店 立水桥独立开间，房东直租，租期灵活，外籍/宠物ok，长租优惠 1室1厅,其他,,,,38.0,38.00㎡,1.0,1.0,1.0,独栋公寓|月租|精装|开放厨房,壹壹严选公寓,4000
整租·安贞里 2室1厅 南/北,整租,朝阳,安贞,安贞里,54.21,54.21㎡,2.0,1.0,1.0,官方核验|近地铁|精装|集中供暖|随时看房,链家,5600
整租·北蜂窝路15号院 3室1厅 东/南,整租,海淀,军博,北蜂窝路15号院,70.0,70.00㎡,3.0,1.0,1.0,官方核验|近地铁|精装|集中供暖,链家,9500
"独栋·壹壹严选公寓 立水桥地铁店 立水桥整租精装LOFT,房东直租外籍/宠物友好限时优惠 1室1厅",整租,,,,35.0,35.00㎡,1.0,1.0,1.0,独栋公寓|月租|精装|开放厨房,壹壹严选公寓,4000
整租·草桥欣园四区 1室1厅 南/北,整租,丰台,草桥,草桥欣园四区,60.17,60.17㎡,1.0,1.0,1.0,官方核验|集中供暖,链家,4900
整租·樱花北街10号院 2室1厅 南/北,整租,顺义,顺义其它,樱花北街10号院,74.0,74.00㎡,2.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,3200
整租·城市印象 1室1厅 南/北,整租,丰台,蒲黄榆,城市印象,64.0,64.00㎡,1.0,1.0,1.0,官方核验|近地铁|集中供暖|随时看房,链家,5700
独栋·京润国际公寓 高碑店店 0中介费 0物业费 1号线地铁站600米 通勤国贸CBD 大望路 建国门 东单 双井 1室1厅,其他,,,,63.0,63.00㎡,1.0,1.0,1.0,独栋公寓|近地铁|精装|开放厨房,京润国际公寓,7400
整租·丰台西路7号院 2室1厅 南/北,整租,丰台,北大地,丰台西路7号院,60.25,60.25㎡,2.0,1.0,1.0,官方核验|集中供暖,链家,4500
整租·梦想家园东区 3室1厅 南/北,整租,怀柔,怀柔,梦想家园东区,104.68,104.68㎡,3.0,1.0,1.0,官方核验|精装|集中供暖,链家,3500
整租·东方太阳城 3室2厅 南/北,整租,顺义,顺义其它,东方太阳城,133.98,133.98㎡,3.0,2.0,2.0,官方核验|精装|集中供暖|双卫生间|随时看房,链家,5000
整租·苹果社区南区 1室1厅 北,整租,朝阳,双井,苹果社区南区,49.6,49.60㎡,1.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,5300
独栋·京润国际公寓 高碑店店 酒店式高档公寓 可短租月付 近传媒大学 国贸CBD 1室1厅,其他,,,,66.0,66.00㎡,1.0,1.0,1.0,独栋公寓|月租|近地铁|精装|开放厨房,京润国际公寓,9100
独栋·京润国际公寓 高碑店店 近国贸CBD 免费保洁 0中介费 0物业费 中央空调集中供冷供热 1室1厅,其他,,,,66.0,66.00㎡,1.0,1.0,1.0,独栋公寓|近地铁|精装|有阳台|开放厨房,京润国际公寓,8100
整租·南三环中路 2室1厅 南/北,整租,丰台,刘家窑,南三环中路,54.0,54.00㎡,2.0,1.0,1.0,官方核验|近地铁|集中供暖,链家,4977
整租·石园西区 2室1厅 南/北,整租,顺义,顺义城,石园西区,68.0,68.00㎡,2.0,1.0,1.0,官方核验|集中供暖|随时看房,链家,2200
整租·辉煌国际 1房间 西北,整租,海淀,上地,辉煌国际,46.0,46.00㎡,,,,官方核验|近地铁,链家,4800
整租·金色漫香林一期 2室1厅 南,整租,北京经济技术开发区,亦庄,金色漫香林一期,89.16,89.16㎡,2.0,1.0,1.0,官方核验|精装|集中供暖,链家,6000
独栋·回家理想乡 天通苑地铁站店 温馨精品合租特价房，无中介 1室1厅,合租,,,,18.0,18.00㎡,1.0,1.0,0.0,独栋公寓|月租|近地铁|精装|有阳台|开放厨房,回家理想乡,2800
整租·温莎大道 3室2厅 南/西/北,整租,朝阳,CBD,温莎大道,396.0,396.00㎡,3.0,2.0,1.0,官方核验|近地铁|精装|集中供暖,链家,55000
整租·晓月苑二里 2室1厅 南/北,整租,丰台,卢沟桥,晓月苑二里,70.0,70.00㎡,2.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,4000
独栋·蜂客公寓 西红门星光店 可短租！首月送抵扣券！整租58平方正户型、0中介费、干湿分离卫生间、可养猫 1室1厅,整租,,,,58.0,58.00㎡,1.0,1.0,1.0,独栋公寓|精装|开放厨房,蜂客公寓,2920
整租·阳光100 2室1厅 东北,整租,朝阳,CBD,阳光100,115.0,115.00㎡,2.0,1.0,2.0,官方核验|近地铁|精装|集中供暖|双卫生间,链家,18000
独栋·蜂客公寓 西红门星光店 【品质阳光房】可短租、首月送1200抵扣券！可养猫、可做饭、 租期可聊、支持月付 1室1厅,其他,,,,58.0,58.00㎡,1.0,1.0,1.0,独栋公寓|月租|精装,蜂客公寓,2910
整租·东潞苑 3室1厅 南/北,整租,通州,潞苑,东潞苑,120.0,120.00㎡,3.0,1.0,1.0,官方核验|集中供暖,链家,4500
整租·泰和宜园 3室1厅 南/北,整租,顺义,马坡,泰和宜园,91.0,91.00㎡,3.0,1.0,1.0,官方核验|精装|集中供暖,链家,2500
整租·住总正华新国展满庭芳 3室1厅 南,整租,顺义,中央别墅区,住总正华新国展满庭芳,104.07,104.07㎡,3.0,1.0,1.0,官方核验|近地铁|精装|集中供暖,链家,6500
整租·沿湖小区 3室2厅 南/北,整租,密云,鼓楼街道,沿湖小区,104.96,104.96㎡,3.0,2.0,2.0,官方核验|集中供暖|双卫生间,链家,2500
独栋·回家理想乡 天通苑地铁站店 专属管家服务，合租两居独卫 1室1厅,合租,,,,18.0,18.00㎡,1.0,1.0,1.0,独栋公寓|月租|近地铁|精装|有阳台|开放厨房,回家理想乡,3000
独栋·回家理想乡 天通苑店 国企公寓直租无中介-优质多巴胺合租！咨询享优惠！ 1室1厅,合租,,,,25.0,25.00㎡,1.0,1.0,0.0,独栋公寓|月租|近地铁|精装,回家理想乡,2800
独栋·回家理想乡 天通苑店 国企公寓直租无中介，集中管理 4室1厅,其他,,,,18.0,18.00㎡,4.0,1.0,2.0,独栋公寓|月租|近地铁|精装|有阳台|开放厨房|押一付一,回家理想乡,2250
独栋·回家理想乡 天通苑店 国企公寓直租无中介，近五号线合租特惠、超绝位置 4室1厅,合租,,,,18.0,16.00-18.00㎡,4.0,1.0,2.0,独栋公寓|月租|近地铁|精装|有阳台|开放厨房|押一付一,回家理想乡,0
整租·和平里五区 1室1厅 西南,整租,东城,和平里,和平里五区,40.57,40.57㎡,1.0,1.0,1.0,官方核验|集中供暖|随时看房,链家,3800
独栋·回家理想乡 天通苑店 国企公寓直租无中介，合租次卧 4室1厅,合租,,,,25.0,25.00㎡,4.0,1.0,2.0,独栋公寓|月租|近地铁|精装|有阳台|开放厨房,回家理想乡,2800
独栋·回家理想乡 天通苑店 直租无中介-限时特惠整租两居室 2室1厅,整租,,,,60.0,60.00㎡,2.0,1.0,1.0,独栋公寓|月租|近地铁|精装|有阳台|开放厨房,回家理想乡,6200
独栋·回家理想乡 天通苑地铁站店 国企青年人才社区精品合租公寓 1室1厅,合租,,,,12.0,12.00㎡,1.0,1.0,0.0,独栋公寓|月租|近地铁|精装|有阳台|开放厨房,回家理想乡,2300
独栋·回家理想乡 天通苑地铁站店 合租次卧，国企公寓直租 1室1厅,合租,,,,12.0,12.00㎡,1.0,1.0,0.0,独栋公寓|月租|近地铁|精装|有阳台|开放厨房|押一付一,回家理想乡,2500
整租·西草市东街甲34号院 2室1厅 南,整租,东城,天坛,西草市东街甲34号院,62.55,62.55㎡,2.0,1.0,1.0,官方核验|近地铁|精装|集中供暖|随时看房,链家,6388
整租·长龙苑南区 3室1厅 南/北,整租,房山,长阳,长龙苑南区,126.0,126.00㎡,3.0,1.0,1.0,官方核验|精装|集中供暖,链家,4200
整租·纽约豪园 2室1厅 西北,整租,朝阳,红庙,纽约豪园,146.0,146.00㎡,2.0,1.0,2.0,官方核验|精装|集中供暖|双卫生间|随时看房,链家,16900
独栋·回家理想乡 天通苑店 国企公寓直租无中介，精品合租特惠，先到先得 4室1厅,合租,,,,12.0,12.00㎡,4.0,1.0,2.0,独栋公寓|月租|近地铁|精装|有阳台|开放厨房,回家理想乡,2350
独栋·回家理想乡 天通苑店 国企公寓直租无中介，精品合租青年社区，白领首选 4室1厅,合租,,,,12.0,12.00㎡,4.0,1.0,2.0,独栋公寓|月租|近地铁|精装|有阳台|开放厨房|押一付一,回家理想乡,2150
整租·大宁山庄四区 2室1厅 南/北,整租,房山,长阳,大宁山庄四区,95.62,95.62㎡,2.0,1.0,1.0,官方核验|精装|随时看房,链家,4000
整租·景粼原著 4室2厅 南/北,整租,朝阳,中央别墅区,景粼原著,280.0,280.00㎡,4.0,2.0,4.0,官方核验|精装|集中供暖,链家,37000
独栋·回家理想乡 天通苑地铁站店 国企直租合租特惠，先到先得 1室1厅,合租,,,,22.0,22.00㎡,1.0,1.0,0.0,独栋公寓|月租|近地铁|精装|有阳台|开放厨房|押一付一,回家理想乡,2699
独栋·回家理想乡 天通苑店 国企公寓直租无中介，精品合租两居独卫，限时特惠 2室1厅,合租,,,,24.0,16.00-24.00㎡,2.0,1.0,2.0,独栋公寓|月租|近地铁|精装|开放厨房|押一付一,回家理想乡,0
整租·增光路2号院 1室1厅 南,整租,海淀,甘家口,增光路2号院,35.77,35.77㎡,1.0,1.0,1.0,官方核验|集中供暖,链家,5500
整租·马连洼北路1号院 2室1厅 南/北,整租,海淀,上地,马连洼北路1号院,72.11,72.11㎡,2.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,6300
整租·宏福园 2室1厅 南/北,整租,大兴,西红门,宏福园,76.18,76.18㎡,2.0,1.0,1.0,官方核验|集中供暖|随时看房,链家,3900
整租·炫特嘉园一期 1室0厅 西,整租,朝阳,石佛营,炫特嘉园一期,45.7,45.70㎡,1.0,0.0,1.0,官方核验|精装|集中供暖|随时看房,链家,4500
整租·星河湾朗园 4室2厅 错层 南/北,整租,朝阳,朝青,星河湾朗园,293.0,293.00㎡,4.0,2.0,4.0,官方核验|精装,链家,42000
独栋·这家儿公寓 紫御长安 直租可月付-整租-LOFT两室一厅-独立厨房双卫生间-品牌公寓-地铁一号线AX 2室1厅,整租,,,,90.0,90.00㎡,2.0,1.0,2.0,独栋公寓|近地铁|精装,这家儿公寓,4500
独栋·这家儿公寓 紫御长安 直租可月付-整租-LOFT两室一厅-独立厨房双卫生间-品牌公寓-地铁一号线BL 2室1厅,整租,,,,90.0,90.00㎡,2.0,1.0,2.0,独栋公寓|近地铁|精装,这家儿公寓,4900
独栋·好房好宅 合景寰汇公馆店 合景精装77平两居室中楼层户型开阔地暖新风一应俱全智慧推荐 2室1厅,其他,,,,77.0,77.00㎡,2.0,1.0,1.0,独栋公寓|近地铁|精装|押一付一,好房好宅,6500
整租·蜂鸟家园 1室1厅 北,整租,海淀,万柳,蜂鸟家园,47.0,47.00㎡,1.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,5900
整租·青塔秀园 1室1厅 南,整租,丰台,青塔,青塔秀园,44.24,44.24㎡,1.0,1.0,1.0,官方核验|精装|集中供暖|随时看房,链家,4000
